id,age,genre,revenu,region,ville,arrondissement,accorderie,mapid,address,longitude,latitude
313,31-54,0,30001-50000,Lennoxville,,,,,2W9,-71.8476056909694,45.38130995879471
314,55-65,1,0,Lennoxville,,,,,6V5,-71.83623492510914,45.379617889404095
315,55-65,1,20001-30000,Brompton,,,,,6N5,-71.95916265407249,45.473061346142664
316,31-54,0,0-10000,Lennoxville,,,,,3S7,-71.82552437327097,45.36668211670059
317,55-65,1,20001-30000,des Nations,,,,,7M7,-71.94577764853827,45.399750716994404
318,31-54,1,,des Nations,,,,,2N8,-71.91909537120232,45.4046679850567
319,66-80,1,50001-,Saint-Élie,,,,,1L7,-72.0041010140425,45.388740593227716
320,55-65,0,30001-50000,Saint-Élie,,,,,1E4,-72.04693293348001,45.39584872080071
321,66-80,1,30001-50000,Fleurimont,,,,,7C9,-71.88025512915992,45.405300976894374
322,31-54,0,30001-50000,Brompton,,,,,9N3,-71.96222304354212,45.496920138439656
323,31-54,1,0,Lennoxville,,,,,4R4,-71.85518514087799,45.36557102943622
324,66-80,0,0-10000,Brompton,,,,,3V6,-71.90014722005101,45.47676377550576
325,31-54,1,,Saint-Élie,,,,,1W6,-72.01332696182789,45.404530283030454
326,55-65,1,10001-20000,Mont-Bellevue,,,,,6U8,-71.93844120581362,45.367419318150986
327,66-80,1,0-10000,Mont-Bellevue,,,,,4M1,-71.91393971903904,45.374827842926415
328,55-65,0,50001-,Lennoxville,,,,,8V5,-71.82788459467014,45.37887443199901
329,31-54,0,30001-50000,Mont-Bellevue,,,,,6T8,-71.91043466546414,45.3888051667575
330,31-54,1,10001-20000,Brompton,,,,,3F1,-71.98137222740921,45.500369259770835
331,31-54,0,,des Nations,,,,,3N9,-71.94196392343868,45.40419181231595
332,55-65,0,10001-20000,Saint-Élie,,,,,4A2,-72.0274917174741,45.43520000803438
333,31-54,1,0,des Nations,,,,,1P2,-71.91431463019246,45.41395765625343
334,31-54,0,,Lennoxville,,,,,8N7,-71.8154281042979,45.38233310140734
335,55-65,1,30001-50000,Fleurimont,,,,,7E8,-71.83626162933301,45.42322486565764
336,66-80,1,0,Saint-Élie,,,,,7G5,-72.05831825075735,45.41063908351506
337,55-65,0,30001-50000,des Nations,,,,,7N6,-71.9495071304381,45.42271113720962
338,66-80,0,50001-,Saint-Élie,,,,,9C3,-72.01622697931614,45.42575662078911
339,55-65,0,50001-,Brompton,,,,,9Y5,-71.95735349288454,45.47296575090712
340,66-80,0,,des Nations,,,,,4N5,-71.93302323170408,45.42271447497741
341,31-54,0,50001-,Mont-Bellevue,,,,,5S7,-71.91137711659489,45.3928661795702
342,31-54,1,50001-,Saint-Élie,,,,,5I9,-71.98765076744458,45.41027223054242
343,55-65,1,50001-,Brompton,,,,,7T9,-71.96307253731024,45.47774865012376
344,66-80,1,20001-30000,Brompton,,,,,9Q4,-71.91795071840195,45.479364906770556
345,66-80,1,0,Saint-Élie,,,,,8N8,-72.01011800453372,45.43743161279929
346,31-54,1,30001-50000,des Nations,,,,,5X2,-71.94764885744226,45.42891186004179
347,66-80,0,,des Nations,,,,,5Y1,-71.94711221840437,45.4168268384416
348,66-80,1,20001-30000,Saint-Élie,,,,,3D2,-72.05134164730252,45.41566821194765
349,55-65,1,0,Saint-Élie,,,,,7E5,-72.02136103382723,45.406228548262696
350,66-80,1,20001-30000,Mont-Bellevue,,,,,3B1,-71.92287588181938,45.37304566867838
351,31-54,0,,des Nations,,,,,8U5,-71.93815818802412,45.41869149206969
352,66-80,0,10001-20000,Brompton,,,,,5G9,-71.94741951273235,45.474713942687735
353,31-54,1,20001-30000,Fleurimont,,,,,4B3,-71.87882915313162,45.418972622525885
354,66-80,1,20001-30000,Fleurimont,,,,,4S1,-71.8493608420508,45.41984883823467
355,55-65,1,0,des Nations,,,,,8A2,-71.96098998283907,45.421532404067705
356,66-80,1,0-10000,Saint-Élie,,,,,4E7,-72.0022932668906,45.39974017860065
357,81-95,1,0,Fleurimont,,,,,6E9,-71.88110199030635,45.438832087614855
358,31-54,0,20001-30000,des Nations,,,,,1R2,-71.91671695030956,45.402402343123974
359,55-65,1,0-10000,des Nations,,,,,5I6,-71.9375762727858,45.42916375685211
360,66-80,1,20001-30000,Saint-Élie,,,,,2Y4,-72.040238832808,45.41780740519937
361,55-65,0,30001-50000,Brompton,,,,,6T6,-71.94069822354827,45.48367124469938
362,55-65,1,0-10000,des Nations,,,,,6H9,-71.92156931090047,45.40557716811857
363,31-54,1,20001-30000,Mont-Bellevue,,,,,5A8,-71.93410129264204,45.39388987617198
364,55-65,1,50001-,Brompton,,,,,5S5,-71.9933277788431,45.466953428305764
365,55-65,1,20001-30000,des Nations,,,,,6H5,-71.9646646433557,45.407138486256784
366,31-54,1,30001-50000,Brompton,,,,,1R4,-71.98731824438498,45.472176317174885
367,31-54,0,,Saint-Élie,,,,,1H5,-72.01701393657503,45.373638404132684
368,66-80,0,50001-,Fleurimont,,,,,8O1,-71.88490626773948,45.43943865250452
369,31-54,0,0,Lennoxville,,,,,2H8,-71.82550828051882,45.371896121363875
370,31-54,0,,Brompton,,,,,8O1,-71.96703989343925,45.50129777107355
371,66-80,0,10001-20000,des Nations,,,,,4A7,-71.95175705323535,45.42731897187007
372,31-54,0,20001-30000,Lennoxville,,,,,3S6,-71.83769813258644,45.35905834497357
373,66-80,1,0,Brompton,,,,,1U8,-71.91710239244559,45.49287483723577
374,81-95,1,10001-20000,Saint-Élie,,,,,1M3,-72.04954697581465,45.37811999536823
375,31-54,1,0,Saint-Élie,,,,,8X9,-72.0649552184747,45.41674417263783
376,31-54,1,0,Mont-Bellevue,,,,,5V5,-71.90627368577958,45.37343573975053
377,66-80,0,,Fleurimont,,,,,7I3,-71.83856980464216,45.43922101283076
378,31-54,1,20001-30000,Mont-Bellevue,,,,,9P6,-71.90276416589795,45.38524847341311
379,31-54,0,20001-30000,Mont-Bellevue,,,,,1D7,-71.92983543717803,45.38225572744901
380,55-65,1,30001-50000,Fleurimont,,,,,5A7,-71.84878613357465,45.40269964295418
381,31-54,0,50001-,Fleurimont,,,,,8B2,-71.84323917774606,45.430594012370264
382,31-54,0,0-10000,Lennoxville,,,,,4V9,-71.84851114799362,45.35847318102354
383,55-65,0,20001-30000,des Nations,,,,,6K6,-71.92551568504963,45.41202536664534
384,66-80,1,10001-20000,Fleurimont,,,,,5K8,-71.86806620538313,45.44020061833745
385,31-54,0,50001-,des Nations,,,,,8H7,-71.92312765146593,45.40580774391106
386,55-65,1,10001-20000,des Nations,,,,,3W1,-71.91264432953545,45.42066116785947
387,31-54,1,30001-50000,Saint-Élie,,,,,9N1,-72.0492735266158,45.43333771478016
388,31-54,1,,Fleurimont,,,,,3K1,-71.84343688612992,45.435030715213564
389,31-54,1,0,des Nations,,,,,2H9,-71.91512192853564,45.425425131684015
390,81-95,0,0-10000,Mont-Bellevue,,,,,1F8,-71.93992191035655,45.392392731961536
391,31-54,0,30001-50000,Brompton,,,,,1C6,-71.9963564077305,45.46766232809147
392,31-54,1,10001-20000,Mont-Bellevue,,,,,2N2,-71.90978146764617,45.37189189939647
393,31-54,0,50001-,Saint-Élie,,,,,3M1,-72.02893083295075,45.42075300672221
394,31-54,1,0,Mont-Bellevue,,,,,5T7,-71.91495334725187,45.382367394374704
395,66-80,1,30001-50000,Fleurimont,,,,,4E2,-71.85349711680048,45.43663300166084
396,66-80,0,0,Saint-Élie,,,,,2I3,-72.01135703817505,45.43917719726749
397,66-80,0,10001-20000,Mont-Bellevue,,,,,9X4,-71.89940685390503,45.372891487900915
398,31-54,0,0-10000,Saint-Élie,,,,,3H8,-72.06285482321016,45.42869996145988
399,55-65,0,30001-50000,Saint-Élie,,,,,8X7,-71.99037948059784,45.41975401726172
400,66-80,1,30001-50000,des Nations,,,,,3H4,-71.94140848839999,45.3982327246806
401,55-65,0,,Brompton,,,,,7P3,-71.97438602311614,45.48745787297405
402,31-54,1,0-10000,Fleurimont,,,,,9I6,-71.84884936652486,45.43917697061097
403,66-80,1,10001-20000,Lennoxville,,,,,7N2,-71.85806886173162,45.376335394387986
404,55-65,0,30001-50000,des Nations,,,,,5E7,-71.95065735514112,45.39890404078569
405,66-80,1,,Brompton,,,,,6O5,-71.89968385554545,45.50023547465715
406,31-54,0,10001-20000,des Nations,,,,,9U4,-71.94019636896464,45.408358150296905
407,55-65,0,0,Fleurimont,,,,,8T3,-71.87315265070158,45.430064244014396
408,31-54,0,0,Fleurimont,,,,,2C1,-71.85747916649703,45.430452505259495
409,31-54,1,30001-50000,Saint-Élie,,,,,6K1,-72.06413396411207,45.40699631008908
410,55-65,0,50001-,Brompton,,,,,5Y7,-71.97588874850373,45.4855415404011
411,31-54,1,50001-,Fleurimont,,,,,4B1,-71.86435800341954,45.434738792175835
412,66-80,1,10001-20000,Fleurimont,,,,,7U9,-71.88289159507453,45.41454927737773
413,66-80,1,,Mont-Bellevue,,,,,2X4,-71.929245585065,45.37962861839868
414,55-65,0,20001-30000,Fleurimont,,,,,4Q6,-71.88486051743448,45.41975787415342
415,31-54,1,50001-,Fleurimont,,,,,8N7,-71.85503030629707,45.42200014368017
416,55-65,0,20001-30000,Brompton,,,,,6R6,-71.99047438644321,45.4667916903853
417,31-54,1,0,Mont-Bellevue,,,,,3R4,-71.94570181782544,45.38683147191809
418,31-54,1,0-10000,Mont-Bellevue,,,,,5F7,-71.90231323286503,45.364099392947786
419,66-80,0,10001-20000,Saint-Élie,,,,,3D2,-72.033201315041,45.410966035286734
420,31-54,0,,Saint-Élie,,,,,1I8,-72.00748498487137,45.39054811938759
421,55-65,1,10001-20000,Saint-Élie,,,,,4K2,-72.0465874938005,45.40127633284176
422,31-54,0,,des Nations,,,,,2N9,-71.92236145457296,45.41852688485539
423,66-80,1,30001-50000,Lennoxville,,,,,1K1,-71.86938426918366,45.3751504229475
424,55-65,1,10001-20000,Saint-Élie,,,,,9Y2,-72.06094829477259,45.415154867453374
425,31-54,1,,Fleurimont,,,,,3L8,-71.84042083740671,45.42998322129028
426,31-54,1,20001-30000,Brompton,,,,,2I1,-71.92947936574804,45.47398649464343
427,66-80,0,0-10000,Saint-Élie,,,,,4U2,-72.02039963551975,45.404096442810506
428,55-65,1,,des Nations,,,,,1S2,-71.95844704129964,45.407982567624856
429,31-54,1,20001-30000,Brompton,,,,,2N4,-71.97970543458115,45.48049854232386
430,66-80,0,0-10000,Saint-Élie,,,,,9X3,-72.05844841140248,45.428872827086586
431,66-80,0,0,Fleurimont,,,,,7K6,-71.8570710557868,45.410721750636654
432,55-65,1,20001-30000,Brompton,,,,,8S6,-71.90071512944641,45.48596140422095
433,55-65,0,0,Lennoxville,,,,,3I9,-71.86228731631064,45.380645388696045
434,66-80,1,10001-20000,Brompton,,,,,9P1,-71.92138171765195,45.49682321466761
435,66-80,0,50001-,Lennoxville,,,,,9V6,-71.81348272023162,45.35742934918086
436,31-54,1,50001-,Lennoxville,,,,,1E9,-71.849141024594,45.365572471199954
437,31-54,1,0,des Nations,,,,,5F5,-71.92742360946406,45.427550315656035
438,31-54,0,50001-,Lennoxville,,,,,9E6,-71.83988656349635,45.3658730827978
439,31-54,0,0-10000,Mont-Bellevue,,,,,3P8,-71.94352561853884,45.38494248415133
440,55-65,1,20001-30000,Lennoxville,,,,,2V8,-71.86937679120885,45.36197274914853
441,31-54,1,30001-50000,Saint-Élie,,,,,3M3,-71.99953317910364,45.41273881102797
442,66-80,0,30001-50000,Fleurimont,,,,,4X3,-71.88041812817421,45.43911073634446
443,66-80,0,0,Mont-Bellevue,,,,,1U5,-71.94540931360157,45.38250297213596
444,66-80,0,10001-20000,Fleurimont,,,,,6F4,-71.86523574098912,45.44092806809179
445,31-54,1,0,Lennoxville,,,,,5D7,-71.8351493665455,45.35568275638595
446,31-54,1,0,des Nations,,,,,5N3,-71.92310771664229,45.42416869120267
447,55-65,1,0,Lennoxville,,,,,8B3,-71.8628329683933,45.35443954345029
448,31-54,1,50001-,Lennoxville,,,,,7Q5,-71.86250524285786,45.37291392570957
449,31-54,1,30001-50000,Brompton,,,,,3X5,-71.96405151358083,45.49733162490176
450,31-54,1,10001-20000,Lennoxville,,,,,6X6,-71.82653702388446,45.3628484963685
451,31-54,0,10001-20000,Fleurimont,,,,,8F1,-71.86768508352723,45.430860781952596
452,31-54,1,30001-50000,Mont-Bellevue,,,,,4E2,-71.93020776633632,45.3846836011465
453,31-54,0,50001-,Mont-Bellevue,,,,,6G2,-71.90503276024478,45.37440940289555
454,55-65,0,10001-20000,Lennoxville,,,,,6T4,-71.83553067347374,45.36740776031484
455,66-80,0,10001-20000,Mont-Bellevue,,,,,5D8,-71.93725990706442,45.38517974569122
456,31-54,1,20001-30000,Lennoxville,,,,,4B7,-71.8349651634111,45.36205905368034
457,66-80,1,50001-,Mont-Bellevue,,,,,1P8,-71.93934432333575,45.38654194000634
458,31-54,0,0-10000,Fleurimont,,,,,6Q2,-71.88263136139231,45.43844971671038
459,66-80,1,0-10000,Brompton,,,,,2C6,-71.99236338662443,45.471415976293535
460,55-65,0,50001-,Fleurimont,,,,,3T1,-71.85509318134798,45.44068381031989
461,66-80,1,30001-50000,Brompton,,,,,1L7,-71.91351760573085,45.464052244962815
462,31-54,0,50001-,des Nations,,,,,3H4,-71.92164982012086,45.428696276551264
463,81-95,0,50001-,des Nations,,,,,2L8,-71.96223614824908,45.409606612386675
464,55-65,0,0,Saint-Élie,,,,,6K3,-72.04571472566879,45.39259979673721
465,55-65,1,0,Lennoxville,,,,,7N7,-71.8694023629492,45.377114202898234
466,66-80,1,0,Mont-Bellevue,,,,,6I2,-71.9165000355905,45.38089631348715
467,66-80,0,0,Saint-Élie,,,,,7X1,-72.04839665851192,45.41611193038277
468,55-65,0,20001-30000,Lennoxville,,,,,7C3,-71.8294792135967,45.383849342894486
469,55-65,1,50001-,Brompton,,,,,9E6,-71.98657417345004,45.474752268324096
470,31-54,0,,Saint-Élie,,,,,3C5,-71.9877615427854,45.437565112690905
471,55-65,0,50001-,Lennoxville,,,,,7L4,-71.8684368445639,45.369237778822736
472,31-54,1,0-10000,Lennoxville,,,,,1A3,-71.83682106642765,45.365440989874955
473,66-80,1,50001-,des Nations,,,,,8Y2,-71.91253420583357,45.40525660859314
474,31-54,1,30001-50000,Brompton,,,,,6V8,-71.91598253776097,45.4653403969497
475,55-65,0,50001-,Lennoxville,,,,,9A9,-71.83739713718664,45.36629252310447
476,31-54,0,50001-,Mont-Bellevue,,,,,9N4,-71.91684250837068,45.374089359159015
477,66-80,1,0-10000,Brompton,,,,,9B1,-71.98197323499011,45.48994854028251
478,66-80,1,20001-30000,Brompton,,,,,9S6,-71.91798497805213,45.49161211503228
479,66-80,0,,Brompton,,,,,9I5,-71.935680893064,45.4763409403858
480,66-80,0,20001-30000,Mont-Bellevue,,,,,6N1,-71.91324789352291,45.39177145907454
481,31-54,0,30001-50000,Lennoxville,,,,,6E1,-71.8163495733569,45.3787303403909
482,66-80,0,10001-20000,Lennoxville,,,,,3H8,-71.82703441907489,45.377855700668434
483,31-54,0,0,Mont-Bellevue,,,,,4X3,-71.91488860636095,45.38290331005243
484,31-54,1,30001-50000,des Nations,,,,,8S6,-71.93171288568087,45.4290355686481
485,55-65,1,10001-20000,Lennoxville,,,,,7N7,-71.87170189798763,45.37045195779079
486,31-54,1,20001-30000,Fleurimont,,,,,5B9,-71.85857482367935,45.419645037657425
487,31-54,0,50001-,Saint-Élie,,,,,1W5,-72.0609830115555,45.418765953417534
488,31-54,0,0-10000,des Nations,,,,,7O3,-71.9268971729468,45.40407115472328
489,55-65,1,30001-50000,Fleurimont,,,,,9K6,-71.87045724500216,45.43996413107848
490,66-80,1,50001-,des Nations,,,,,9I2,-71.92169404583416,45.40326354683921
491,55-65,0,,Saint-Élie,,,,,3A4,-72.02425027125791,45.37068568154272
492,31-54,0,0-10000,Mont-Bellevue,,,,,2A6,-71.92690558187478,45.372353628188165
493,66-80,0,0-10000,Fleurimont,,,,,5M4,-71.85868789880324,45.40330421436811
494,81-95,1,,Brompton,,,,,9P4,-71.97100209965255,45.46930137187941
495,31-54,1,30001-50000,des Nations,,,,,4D6,-71.9131025116114,45.427586344795415
496,66-80,1,10001-20000,des Nations,,,,,6B1,-71.92544679978846,45.407341851251445
497,66-80,1,10001-20000,Fleurimont,,,,,8W2,-71.88170444882368,45.42081628978259
498,55-65,0,30001-50000,Fleurimont,,,,,9T8,-71.84487190438622,45.40445470219142
499,31-54,0,,Lennoxville,,,,,1G9,-71.8546297526401,45.38068639478589
500,31-54,0,30001-50000,Fleurimont,,,,,5P1,-71.86429811291194,45.421909494109215
501,31-54,0,10001-20000,Mont-Bellevue,,,,,3E1,-71.9407013333311,45.37997332050703
502,66-80,1,0-10000,Mont-Bellevue,,,,,3U4,-71.91242414884603,45.3890975188746
503,55-65,1,50001-,Saint-Élie,,,,,2G5,-72.00139576839346,45.403787597875734
504,66-80,1,,Mont-Bellevue,,,,,5X1,-71.94185747780114,45.37130433340552
505,31-54,0,0,Saint-Élie,,,,,4A2,-72.00652902448186,45.43643690064429
506,66-80,0,10001-20000,Fleurimont,,,,,9A9,-71.88498228195378,45.40301039969189
507,55-65,1,30001-50000,Saint-Élie,,,,,9S1,-71.9901195474726,45.43720654275461
508,31-54,1,50001-,Saint-Élie,,,,,7L8,-72.05988444093872,45.39960045858775
509,31-54,0,0,Lennoxville,,,,,2A7,-71.87184171648568,45.36363045770969
510,55-65,1,30001-50000,Brompton,,,,,7M1,-71.92163420715114,45.46553532299686
511,66-80,0,50001-,Mont-Bellevue,,,,,9S4,-71.94198664541604,45.37943776175556
512,31-54,1,30001-50000,Lennoxville,,,,,5G6,-71.85265720428731,45.36390311036049
513,31-54,1,10001-20000,des Nations,,,,,3T9,-71.94234060822959,45.415615908636696
514,55-65,1,0,Saint-Élie,,,,,2W8,-72.01390585848128,45.40503532188024
515,31-54,1,0-10000,Brompton,,,,,7H3,-71.92889923163546,45.490707772827655
516,31-54,0,30001-50000,Fleurimont,,,,,6S3,-71.85498556783745,45.424861123411716
517,66-80,1,,Brompton,,,,,1O4,-71.98546684834801,45.47898676409409
518,66-80,1,20001-30000,Brompton,,,,,9A9,-71.90145511673093,45.49317263505834
519,55-65,1,10001-20000,Lennoxville,,,,,8T5,-71.85361484670965,45.381741304264
520,55-65,0,0-10000,Mont-Bellevue,,,,,1S3,-71.91321427462216,45.38652264816938
521,55-65,0,0-10000,Fleurimont,,,,,6E4,-71.8423922021923,45.429016140692035
522,66-80,1,50001-,Fleurimont,,,,,6A5,-71.85609925426625,45.42776675998238
523,66-80,1,10001-20000,Saint-Élie,,,,,5L9,-72.01529719830796,45.415315387041815
524,31-54,1,10001-20000,des Nations,,,,,9G1,-71.93254354968052,45.423907701960545
525,66-80,0,,Mont-Bellevue,,,,,5K5,-71.92232804395618,45.38655914738727
526,66-80,1,,des Nations,,,,,1T7,-71.96742141119175,45.4079166875657
527,31-54,0,30001-50000,Fleurimont,,,,,3C2,-71.87003591161172,45.40742053691658
528,31-54,1,50001-,Saint-Élie,,,,,4I9,-72.04286589106837,45.41752972715471
529,31-54,1,0,Saint-Élie,,,,,2O7,-72.0056196433409,45.38209884282052
530,31-54,1,20001-30000,Fleurimont,,,,,8X4,-71.84737842058972,45.433106042523825
531,55-65,1,30001-50000,Saint-Élie,,,,,7H9,-72.04004567326685,45.41703790225035
532,55-65,0,50001-,des Nations,,,,,3O2,-71.96029889873864,45.41760194985706
533,31-54,1,20001-30000,Brompton,,,,,3Q3,-71.98964804416782,45.49550121485144
534,55-65,0,30001-50000,Lennoxville,,,,,9M5,-71.85047893650945,45.37101296429617
535,31-54,0,10001-20000,Mont-Bellevue,,,,,3R1,-71.8983584995786,45.38310523480901
536,55-65,0,30001-50000,des Nations,,,,,3O3,-71.9457200503648,45.42689987314764
537,55-65,1,10001-20000,Fleurimont,,,,,5P6,-71.87293428338951,45.411378586340206
538,66-80,1,30001-50000,Lennoxville,,,,,7I1,-71.8616197866715,45.371481761321114
539,66-80,1,0-10000,des Nations,,,,,6S6,-71.91400071084655,45.403360144590415
540,31-54,1,50001-,Brompton,,,,,3X6,-71.90938191128441,45.47454681051062
541,31-54,1,20001-30000,Brompton,,,,,3A5,-71.95892930841217,45.4829535656982
542,31-54,0,20001-30000,Brompton,,,,,2B9,-71.94044686895388,45.46676149929805
543,66-80,0,,Lennoxville,,,,,6Y3,-71.84682164428827,45.35538495362545
544,66-80,0,50001-,Lennoxville,,,,,6K6,-71.86796756459434,45.36491732826308
545,55-65,0,0,Fleurimont,,,,,4S5,-71.87201106143557,45.42979230420812
546,55-65,1,,Lennoxville,,,,,7V8,-71.84420814419848,45.369438096081545
547,66-80,1,0-10000,Brompton,,,,,1V9,-71.93258861799058,45.47603419056556
548,66-80,1,20001-30000,Brompton,,,,,2S5,-71.97882452498382,45.49051839463777
549,55-65,0,50001-,Fleurimont,,,,,1U3,-71.8545172147101,45.41674726895705
550,31-54,1,10001-20000,Lennoxville,,,,,4N5,-71.85299321633964,45.37888770561394
551,66-80,1,30001-50000,Lennoxville,,,,,5U3,-71.86738785811067,45.365356691568
552,55-65,1,20001-30000,Saint-Élie,,,,,8S1,-72.00843166781809,45.39820869854337
553,55-65,1,30001-50000,Fleurimont,,,,,7D3,-71.86040854583108,45.41993776102899
554,31-54,1,20001-30000,Saint-Élie,,,,,8O2,-72.0088155290733,45.39505890412546
555,66-80,1,0,Saint-Élie,,,,,4G5,-72.02506183534321,45.38838992411612
556,55-65,0,20001-30000,Lennoxville,,,,,2D2,-71.86981295993756,45.35508840939109
557,55-65,1,0-10000,Saint-Élie,,,,,6Q4,-72.04823640702381,45.401321608103245
558,55-65,1,50001-,Fleurimont,,,,,7C5,-71.86069065846225,45.42080037322401
559,66-80,1,50001-,Brompton,,,,,8S5,-71.9439350969517,45.50185372374412
560,55-65,1,0,Lennoxville,,,,,3B3,-71.81845899939361,45.359590684231534
561,31-54,0,20001-30000,Mont-Bellevue,,,,,6Y2,-71.93082798415948,45.37277361849739
562,66-80,1,50001-,Saint-Élie,,,,,6I4,-72.05685517792614,45.38984802205725
563,55-65,0,20001-30000,des Nations,,,,,2Q4,-71.92796269187694,45.42778043240661
564,66-80,1,20001-30000,Lennoxville,,,,,7B5,-71.83579850784551,45.35559211265877
565,31-54,1,10001-20000,Brompton,,,,,5X6,-71.91768099043401,45.48887353930825
566,31-54,1,,Lennoxville,,,,,8B3,-71.85543764842164,45.37498236187797
567,55-65,0,50001-,Mont-Bellevue,,,,,7O6,-71.90534906719746,45.37882209508893
568,31-54,0,30001-50000,Brompton,,,,,3V4,-71.90254218081859,45.47478554387836
569,31-54,1,10001-20000,des Nations,,,,,3L6,-71.92164627843184,45.41242975844244
570,31-54,0,50001-,Mont-Bellevue,,,,,1T7,-71.91267510113462,45.381433359123854
571,31-54,0,0-10000,Mont-Bellevue,,,,,1H9,-71.94622951369116,45.369810461284
572,66-80,0,50001-,des Nations,,,,,6X8,-71.95876935871331,45.41449338745533
573,31-54,0,0,Saint-Élie,,,,,4Y8,-71.99943080419182,45.3776547266067
574,31-54,0,10001-20000,Saint-Élie,,,,,1M8,-72.05482566817489,45.37169256686843
575,66-80,0,30001-50000,Lennoxville,,,,,9M4,-71.84826179790979,45.35730143124386
576,31-54,0,20001-30000,Mont-Bellevue,,,,,1R4,-71.93374897767428,45.38404706367432
577,55-65,0,0-10000,Brompton,,,,,3N8,-71.97652805842375,45.48545383095058
578,66-80,1,0-10000,Saint-Élie,,,,,4X3,-72.04400347053566,45.40972127887193
579,55-65,1,,Fleurimont,,,,,4M2,-71.86680641237653,45.40178392045669
580,55-65,1,,Mont-Bellevue,,,,,3Y9,-71.90085288621185,45.378813656432314
581,55-65,0,50001-,des Nations,,,,,3X5,-71.9110362625904,45.40619197474719
582,55-65,0,0-10000,Lennoxville,,,,,5W3,-71.8385704190218,45.36129096921767
583,31-54,1,30001-50000,Brompton,,,,,6A1,-71.99555824238891,45.47811858658114
584,31-54,1,20001-30000,Brompton,,,,,4D7,-71.96356567239872,45.48792478761438
585,31-54,1,20001-30000,des Nations,,,,,6M9,-71.92001171813352,45.41392223993378
586,31-54,0,,Fleurimont,,,,,7H7,-71.85368186184076,45.430161382490404
587,66-80,1,,Brompton,,,,,7I8,-71.94771417899031,45.500063233480276
588,31-54,1,0,Saint-Élie,,,,,5X5,-72.02729787896978,45.374287996853475
589,31-54,1,20001-30000,Saint-Élie,,,,,8K1,-72.05929207932415,45.43745650314639
590,81-95,1,10001-20000,Lennoxville,,,,,6Q8,-71.86083489219321,45.38068380525726
591,55-65,1,,Saint-Élie,,,,,2L1,-72.00945656211219,45.3793453670285
592,31-54,0,50001-,Brompton,,,,,5L9,-71.98000916289924,45.50012776598268
593,66-80,1,10001-20000,Saint-Élie,,,,,3S6,-72.04867068597869,45.392872308185154
594,55-65,1,,des Nations,,,,,7M9,-71.93768027090383,45.41776102644227
595,31-54,0,0-10000,Saint-Élie,,,,,9T3,-72.04855008151092,45.41919123189493
596,55-65,1,0,Saint-Élie,,,,,7H7,-72.02373873556118,45.408460365534424
597,66-80,0,20001-30000,Brompton,,,,,9V4,-71.90622120732473,45.4729275865132
598,66-80,0,30001-50000,des Nations,,,,,9F2,-71.94149409707184,45.40740413384978
599,31-54,0,0,Saint-Élie,,,,,2V5,-72.04882728612672,45.403544747335125
600,66-80,0,30001-50000,Lennoxville,,,,,7A8,-71.85656974479413,45.355839942315036
601,31-54,0,30001-50000,Brompton,,,,,7C2,-71.96716297057544,45.49783198919472
602,55-65,1,0-10000,Saint-Élie,,,,,7T2,-71.994518122029,45.42480833000786
603,55-65,0,30001-50000,Brompton,,,,,5P4,-71.98109833365865,45.481887683285926
604,55-65,1,0-10000,des Nations,,,,,7K9,-71.91556454149553,45.43131860601914
605,31-54,1,30001-50000,Brompton,,,,,7A7,-71.93255985116711,45.49589156165797
606,31-54,1,10001-20000,Mont-Bellevue,,,,,6V1,-71.91950304509369,45.380093953542605
607,31-54,1,0-10000,Saint-Élie,,,,,8G4,-72.03652057778764,45.4311002575496
608,31-54,1,30001-50000,Fleurimont,,,,,9R6,-71.8475690156516,45.405334075969556
609,31-54,0,0-10000,Brompton,,,,,7Y5,-71.90779544091166,45.477778927051965
610,55-65,0,0,Lennoxville,,,,,7P1,-71.85639033849371,45.38242333964527
611,31-54,1,10001-20000,Fleurimont,,,,,4H7,-71.88321903191498,45.439940571780916
612,55-65,1,0-10000,Brompton,,,,,1G5,-71.93745635955995,45.4751763465551
613,55-65,0,0-10000,Lennoxville,,,,,2G4,-71.86714200764341,45.36012601623209
614,66-80,0,20001-30000,Fleurimont,,,,,2P4,-71.85747368128804,45.41098053314987
615,31-54,0,30001-50000,Lennoxville,,,,,3B3,-71.86619442056315,45.36003093068644
616,66-80,1,0-10000,des Nations,,,,,5Q5,-71.95069531335392,45.40752397088418
617,31-54,1,0-10000,Brompton,,,,,9M6,-71.90933246744596,45.492150358542325
618,66-80,0,50001-,Saint-Élie,,,,,7R4,-72.04885884054123,45.38362620284052
619,66-80,0,0-10000,Lennoxville,,,,,1H3,-71.82571005153889,45.36839484641393
620,31-54,1,10001-20000,Saint-Élie,,,,,2B8,-72.02992511394385,45.37148712357763
621,31-54,0,10001-20000,Mont-Bellevue,,,,,7N3,-71.92626154661465,45.38380363024346
622,31-54,0,10001-20000,Saint-Élie,,,,,9G2,-72.05404659416604,45.4281422286188
623,31-54,1,20001-30000,des Nations,,,,,7Y7,-71.95482865423557,45.404542628678016
624,55-65,1,50001-,Lennoxville,,,,,1M6,-71.82328405554247,45.38114444284949
625,31-54,0,30001-50000,Saint-Élie,,,,,2K3,-72.06159355013595,45.43885393953518
626,66-80,1,20001-30000,Mont-Bellevue,,,,,7Y4,-71.94246543147896,45.38977124115232
