vertex ID,id,age,genre,revenu,ville,region,arrondissement,adresse,accorderie,mapid
304,1160,55-65,0,50001-,Saint-Mathieu-du-Parc,Mauricie,,G0X,92,9306
305,1161,55-65,1,20001-30000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,9305
306,1169,55-65,1,10001-20000,Baie-Comeau,Côte-Nord,,G5C,117,9291
307,1172,55-65,0,50001-,Longueuil,Montérégie,Le Vieux-Longueuil,J4K,115,9294
308,1179,55-65,0,0-10000,Baie-Comeau,Côte-Nord,,G5C,117,9286
309,1193,55-65,1,0,Gaspé,Gaspésie - Îles-de-la-Madeleine,Cap-des-Rosiers à L'Anse-à-Valleau,G4X,119,9269
310,1194,18-30,0,10001-20000,Sherbrooke,Estrie,Jacques-Cartier,J1H,109,9270
311,1195,55-65,1,30001-50000,Pointe-aux-Outardes,Côte-Nord,,G0H,117,9271
312,1197,55-65,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,114,9274
313,1215,55-65,0,20001-30000,Windsor,Estrie,,J1S,109,9253
314,1216,18-30,0,0-10000,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,9254
315,1218,55-65,1,50001-,Baie-Comeau,Côte-Nord,,G5C,117,9256
316,1221,55-65,1,0,Gaspé,Gaspésie - Îles-de-la-Madeleine,Cap-des-Rosiers à L'Anse-à-Valleau,G4X,119,9250
317,1222,55-65,1,0-10000,Saint-Léon-le-Grand,Bas-Saint-Laurent,,G0J,118,9249
318,1233,18-30,1,0-10000,Gaspé,Gaspésie - Îles-de-la-Madeleine,Douglastown à Pointe-Navarre,G4X,119,9237
319,1243,55-65,1,30001-50000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G2G,2,9218
320,1244,55-65,1,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,9219
321,1248,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,9215
322,1249,55-65,0,0,Gaspé,Gaspésie - Îles-de-la-Madeleine,Douglastown à Pointe-Navarre,G4X,119,9216
323,1255,55-65,0,10001-20000,Longueuil,Montérégie,Saint-Hubert,J3Y,115,9230
324,1268,18-30,0,20001-30000,Gaspé,Gaspésie - Îles-de-la-Madeleine,Douglastown à Pointe-Navarre,G4X,119,9202
325,1277,55-65,0,0,Compton,Estrie,,J0B,109,9198
326,1292,55-65,0,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,9174
327,1293,55-65,0,0,Gaspé,Gaspésie - Îles-de-la-Madeleine,,G4X,119,9175
328,1296,55-65,0,10001-20000,Baie-Comeau,Côte-Nord,,G5C,117,9172
329,1297,18-30,1,30001-50000,Baie-Comeau,Côte-Nord,,G5C,117,9173
330,1302,55-65,0,0,Gaspé,Gaspésie - Îles-de-la-Madeleine,St-Majorique à Cap-aux-Os,G4X,119,9168
331,1304,55-65,0,0,Saint-François-de-l'Île-d'Orléans,Capitale-Nationale,,G0A,2,9170
332,1315,18-30,0,0-10000,Montréal,Montréal,Ville-Marie,H2X,104,9156
333,1316,55-65,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,9171
334,1317,55-65,0,10001-20000,Longueuil,Montérégie,Le Vieux-Longueuil,J4K,115,9151
335,1318,55-65,0,0-10000,Longueuil,Montérégie,Le Vieux-Longueuil,J4L,115,9152
336,1323,55-65,0,30001-50000,Portneuf,Capitale-Nationale,,G0A,111,9144
337,1326,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1N,2,9142
338,1331,55-65,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,9134
339,1333,55-65,0,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,9146
340,1336,18-30,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,9133
341,1339,55-65,0,30001-50000,Sherbrooke,Estrie,Fleurimont,J1G,109,9132
342,1342,55-65,1,0,Gaspé,Gaspésie - Îles-de-la-Madeleine,Douglastown à Pointe-Navarre,G4X,119,9124
343,1348,55-65,0,20001-30000,Saint-Bruno-de-Montarville,Montérégie,,J3V,115,9120
344,1350,55-65,1,20001-30000,Rimouski,Bas-Saint-Laurent,,G5L,108,9122
345,1361,18-30,1,0-10000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1T,2,9110
346,1362,55-65,0,0,Cap-Santé,Capitale-Nationale,,G0A,111,9111
347,1363,55-65,1,50001-,Cap-Santé,Capitale-Nationale,,G0A,111,9112
348,1376,55-65,0,10001-20000,Sherbrooke,Estrie,Fleurimont,J1E,109,9090
349,1379,55-65,0,10001-20000,Sherbrooke,Estrie,Fleurimont,J1G,109,9093
350,1390,55-65,0,10001-20000,Trois-Rivières,Mauricie,Pointe du Lac,G9B,86,9083
351,1394,55-65,0,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,9074
352,1395,55-65,1,0,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,9075
353,1397,55-65,0,30001-50000,Saint-Léon-le-Grand,Bas-Saint-Laurent,,G0J,118,9071
354,1398,55-65,0,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,9072
355,1400,55-65,0,10001-20000,Baie-Comeau,Côte-Nord,,G5C,117,9066
356,1410,55-65,0,20001-30000,Shawinigan,Mauricie,,G9N,92,9057
357,1421,18-30,0,10001-20000,Gaspé,Gaspésie - Îles-de-la-Madeleine,Douglastown à Pointe-Navarre,G4X,119,9040
358,1423,55-65,0,30001-50000,Sainte-Irène,Bas-Saint-Laurent,,G0J,118,9042
359,1429,55-65,1,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,9048
360,1432,55-65,1,10001-20000,Shawinigan,Mauricie,,G9N,92,9033
361,1448,18-30,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,9020
362,1455,55-65,0,50001-,Sherbrooke,Estrie,Fleurimont,J1E,109,9012
363,1456,18-30,0,0-10000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,9013
364,1458,18-30,0,10001-20000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1V,2,9008
365,1467,55-65,0,30001-50000,Amqui,Bas-Saint-Laurent,,G5J,118,9003
366,1471,55-65,0,50001-,Sherbrooke,Estrie,Mont-Bellevue,J1K,109,8997
367,1475,55-65,0,0-10000,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,8991
368,1491,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1N,2,8977
369,1492,55-65,0,0-10000,Sainte-Cécile-de-Whitton,Estrie,,G0Y,112,8974
370,1494,55-65,0,50001-,Matane,Bas-Saint-Laurent,,G4W,110,8976
371,1497,55-65,0,30001-50000,Saint-Laurent-de-l'Île-d'Orléans,Capitale-Nationale,,G0A,2,8973
372,1499,55-65,1,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,8968
373,1500,55-65,1,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,8970
374,1501,55-65,0,0,Gaspé,Gaspésie - Îles-de-la-Madeleine,Douglastown à Pointe-Navarre,G4X,119,8969
375,1512,55-65,1,50001-,Québec,Capitale-Nationale,Les Rivières,G2K,2,8957
376,1513,18-30,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,8958
377,1515,55-65,0,10001-20000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,8960
378,1519,55-65,1,10001-20000,Compton,Estrie,,J0B,109,8950
379,1525,55-65,0,20001-30000,Gaspé,Gaspésie - Îles-de-la-Madeleine,St-Majorique à Cap-aux-Os,G4X,119,8944
380,1526,55-65,0,30001-50000,Gaspé,Gaspésie - Îles-de-la-Madeleine,Douglastown à Pointe-Navarre,G4X,119,8937
381,1527,55-65,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,8940
382,1529,55-65,0,50001-,Stoneham-et-Tewkesbury,Capitale-Nationale,,G3C,2,8942
383,1533,55-65,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,8933
384,1537,55-65,0,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,8929
385,1538,18-30,1,0-10000,Québec,Capitale-Nationale,La Haute-Saint-Charles,G3J,2,8930
386,1546,55-65,0,20001-30000,Sainte-Irène,Bas-Saint-Laurent,,G0J,118,8918
387,1550,55-65,1,20001-30000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,8911
388,1551,55-65,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,8912
389,1555,18-30,0,10001-20000,Montréal,Montréal,Le Sud-Ouest,H4C,104,8995
390,1558,55-65,0,30001-50000,Baie-Comeau,Côte-Nord,,G4Z,117,8908
391,1571,55-65,0,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H2L,88,8895
392,1572,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,8896
393,1574,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,8898
394,1583,55-65,0,0-10000,Montréal,Montréal,Le Plateau-Mont-Royal,H2K,114,8886
395,1596,55-65,0,50001-,Deschambault-Grondines,Capitale-Nationale,,G0A,111,8874
396,1604,55-65,1,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,8866
397,1607,18-30,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,8871
398,1612,18-30,0,20001-30000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Y,86,8853
399,1617,55-65,0,20001-30000,Amqui,Bas-Saint-Laurent,,G5J,118,8858
400,1620,55-65,1,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8852
401,1625,55-65,0,10001-20000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H3N,114,8840
402,1630,55-65,0,0-10000,Saint-Célestin,Centre-du-Québec,,J0C,92,8839
403,1638,55-65,0,10001-20000,Lac-Mégantic,Estrie,,G6B,112,8825
404,1639,55-65,1,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,8826
405,1643,55-65,1,10001-20000,Saint-Laurent-de-l'Île-d'Orléans,Capitale-Nationale,,G0A,2,8830
406,1647,55-65,1,0,Baie-Comeau,Côte-Nord,,G4Z,117,8820
407,1651,55-65,0,10001-20000,Montréal-Ouest,Montréal,,H9W,88,8819
408,1652,55-65,0,0,Magog,Estrie,,J1X,109,8811
409,1656,55-65,1,0-10000,Montréal,Montréal,Verdun,H4G,114,8815
410,1660,55-65,1,30001-50000,Amqui,Bas-Saint-Laurent,,G5J,118,8807
411,1666,55-65,0,10001-20000,Sherbrooke,Estrie,Rock Forest--Saint-Élie--Deauville,J1R,109,8801
412,1668,55-65,1,50001-,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,8803
413,1688,55-65,0,30001-50000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H3N,114,8779
414,1691,55-65,0,20001-30000,Saint-Cléophas,Bas-Saint-Laurent,,G0J,118,8783
415,1701,55-65,0,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,8767
416,1708,55-65,0,0,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,8763
417,1712,18-30,1,50001-,Longueuil,Montérégie,Saint-Hubert,J3Y,115,8748
418,1715,18-30,1,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Y,86,8751
419,1717,55-65,0,30001-50000,Amqui,Bas-Saint-Laurent,,G5J,118,8753
420,1720,55-65,1,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,8746
421,1721,55-65,0,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,8745
422,1723,55-65,0,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,8744
423,1726,18-30,0,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,8743
424,1728,55-65,1,20001-30000,Montréal,Montréal,Montréal-Nord,H1H,104,8764
425,1729,55-65,1,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,8740
426,1738,55-65,0,0,Montréal-Est,Montréal,,H2P,114,8724
427,1745,55-65,0,30001-50000,Shawinigan,Mauricie,,G9R,92,8721
428,1747,55-65,0,0-10000,Longueuil,Montérégie,Greenfield Park,J4V,115,8715
429,1753,55-65,0,50001-,Rimouski,Bas-Saint-Laurent,,G5L,108,8708
430,1757,55-65,1,0,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,8705
431,1760,18-30,1,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,8712
432,1763,18-30,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,8719
433,1767,55-65,1,20001-30000,Shawinigan,Mauricie,,G9R,92,8696
434,1777,55-65,0,10001-20000,Montréal,Montréal,Ahuntsic-Cartierville,H2S,114,8688
435,1786,55-65,1,0-10000,Longueuil,Montérégie,Le Vieux-Longueuil,J4J,115,8670
436,1790,55-65,0,10001-20000,Longueuil,Montérégie,Saint-Hubert,J3Y,115,8674
437,1791,55-65,0,50001-,Longueuil,Montérégie,Saint-Hubert,J3Y,115,8675
438,1792,55-65,0,20001-30000,Sainte-Luce,Bas-Saint-Laurent,,G0K,108,8679
439,1798,55-65,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,8668
440,1805,18-30,0,10001-20000,Longueuil,Montérégie,Le Vieux-Longueuil,J4P,115,8678
441,1812,55-65,0,0-10000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8649
442,1814,18-30,1,10001-20000,Montréal,Montréal,Mont-Royal,H2T,88,8651
443,1819,18-30,0,0-10000,Montréal,Montréal,Montréal-Nord,H1H,104,8642
444,1820,18-30,0,0-10000,Montréal,Montréal,Ville-Marie,H2K,104,8643
445,1822,18-30,0,0-10000,Montréal,Montréal,Côte-des-Neiges--Notre-Dame-de-Grâce,H4V,104,8645
446,1825,55-65,1,0,Shawinigan,Mauricie,,G9N,92,8641
447,1827,55-65,0,0-10000,Amqui,Bas-Saint-Laurent,,G5J,118,8630
448,1828,55-65,1,0,Sherbrooke,Estrie,Jacques-Cartier,J1J,109,8631
449,1829,18-30,0,0,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Y,86,8632
450,1830,55-65,0,10001-20000,Cookshire-Eaton,Estrie,,J0B,109,8633
451,1840,55-65,0,50001-,Amqui,Bas-Saint-Laurent,,G5J,118,8628
452,1851,18-30,0,0,Montréal,Montréal,Ahuntsic-Cartierville,H3M,88,8617
453,1855,55-65,0,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,8613
454,1860,18-30,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,8608
455,1865,55-65,0,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,8603
456,1866,55-65,0,0-10000,Delson,Montérégie,,J5B,115,8604
457,1873,55-65,0,20001-30000,Québec,Capitale-Nationale,Les Rivières,G1M,2,8595
458,1877,55-65,0,50001-,Saint-Laurent-de-l'Île-d'Orléans,Capitale-Nationale,,G0A,2,8580
459,1878,55-65,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,8581
460,1880,55-65,0,20001-30000,Québec,Capitale-Nationale,La Haute-Saint-Charles,G1M,2,8583
461,1883,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,8586
462,1884,55-65,0,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,8587
463,1886,55-65,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,8589
464,1889,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H2S,114,8575
465,1893,18-30,0,0-10000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,8573
466,1896,55-65,0,30001-50000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,8559
467,1901,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,8564
468,1907,55-65,0,0,Longueuil,Montérégie,Greenfield Park,J4L,88,8570
469,1909,55-65,0,0,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1W,2,8572
470,1910,18-30,0,0-10000,Nantes,Estrie,,G0Y,112,8556
471,1915,55-65,0,20001-30000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1W,2,8553
472,1917,55-65,0,10001-20000,Shawinigan,Mauricie,,G9N,92,8555
473,1919,18-30,0,10001-20000,Québec,Capitale-Nationale,Beauport,G1E,2,8540
474,1923,55-65,0,30001-50000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,8544
475,1925,55-65,1,10001-20000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Z,86,8535
476,1926,55-65,1,0-10000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Z,86,8536
477,1927,55-65,0,10001-20000,Longueuil,Montérégie,Le Vieux-Longueuil,J4J,115,8537
478,1928,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1N,2,8538
479,1937,18-30,1,0-10000,Longueuil,Montérégie,Le Vieux-Longueuil,J4H,115,8534
480,1940,55-65,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1X,2,8526
481,1941,55-65,0,10001-20000,Sherbrooke,Estrie,Lennoxville,J1M,109,8524
482,1946,55-65,0,0,Québec,Capitale-Nationale,La Haute-Saint-Charles,G2A,2,8518
483,1950,55-65,0,0-10000,Sherbrooke,Estrie,Mont-Bellevue,J1N,115,8522
484,1952,55-65,0,0,Trois-Rivières,Mauricie,Trois-Rivières Ouest,G8Y,92,8511
485,1954,55-65,0,20001-30000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9B,86,8513
486,1955,55-65,0,20001-30000,Matane,Bas-Saint-Laurent,,G4W,110,8514
487,1965,55-65,0,0-10000,Neuville,Capitale-Nationale,,G0A,111,8495
488,1966,55-65,1,0-10000,Neuville,Capitale-Nationale,,G0A,111,8496
489,1968,55-65,1,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1J,2,8499
490,1971,55-65,0,10001-20000,Neuville,Capitale-Nationale,,G0A,111,8490
491,1987,18-30,0,0-10000,Donnacona,Capitale-Nationale,,G3M,111,8479
492,1988,18-30,1,0-10000,Pont-Rouge,Capitale-Nationale,,G3H,111,8480
493,1989,18-30,1,0-10000,Pont-Rouge,Capitale-Nationale,,G3H,111,8474
494,1991,18-30,0,0-10000,Saint-Marc-des-Carrières,Capitale-Nationale,,G0A,111,8476
495,1995,18-30,1,0-10000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,8467
496,1997,55-65,0,10001-20000,Sherbrooke,Estrie,Mont-Bellevue,J1H,109,8460
497,2003,55-65,0,10001-20000,Sainte-Félicité,Bas-Saint-Laurent,,G0J,110,8469
498,2004,55-65,1,50001-,Matane,Bas-Saint-Laurent,,G4W,110,8470
499,2006,18-30,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,8472
500,2008,55-65,0,50001-,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,8459
501,2020,55-65,0,20001-30000,Longueuil,Montérégie,Le Vieux-Longueuil,J4G,115,8455
502,2023,55-65,0,10001-20000,Notre-Dame-de-Montauban,Mauricie,,G0X,111,8443
503,2025,55-65,1,0,Québec,Capitale-Nationale,Beauport,G1K,2,8439
504,2031,18-30,0,20001-30000,Québec,Capitale-Nationale,Les Rivières,G1M,2,8434
505,2040,18-30,1,0-10000,Sherbrooke,Estrie,Jacques-Cartier,J1L,109,8431
506,2043,55-65,1,50001-,Saint-Laurent-de-l'Île-d'Orléans,Capitale-Nationale,,G0A,2,8426
507,2047,55-65,0,0,Québec,Capitale-Nationale,Beauport,G1E,2,8415
508,2048,55-65,0,30001-50000,Québec,Capitale-Nationale,Charlesbourg,G1H,2,8416
509,2049,55-65,0,20001-30000,Québec,Capitale-Nationale,La Haute-Saint-Charles,G2A,2,8417
510,2050,55-65,0,50001-,Shawinigan,Mauricie,,G9T,92,8418
511,2053,18-30,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,8413
512,2062,55-65,0,0-10000,Longueuil,Montérégie,Greenfield Park,J4V,115,8404
513,2069,55-65,0,30001-50000,Saint-Étienne-des-Grès,Mauricie,,G0X,92,8397
514,2073,55-65,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,8393
515,2074,18-30,1,0-10000,Pont-Rouge,Capitale-Nationale,,G3H,111,8387
516,2075,18-30,1,0,Saint-Raymond,Capitale-Nationale,,G3L,111,8388
517,2076,18-30,0,0,Saint-Raymond,Capitale-Nationale,,G3L,111,8389
518,2080,18-30,0,0,Saint-Raymond,Capitale-Nationale,,G3L,111,8384
519,2081,18-30,1,0-10000,Saint-Alban,Capitale-Nationale,,G0A,111,8385
520,2082,18-30,0,0,Portneuf,Capitale-Nationale,,G0A,111,8386
521,2086,55-65,0,20001-30000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2P,114,8368
522,2091,55-65,1,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,8374
523,2095,55-65,1,50001-,Baie-Comeau,Côte-Nord,,G4Z,117,8378
524,2108,55-65,0,0,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,8355
525,2111,55-65,1,30001-50000,Trois-Rivières,Mauricie,Saint-Louis de France,G8W,86,8358
526,2114,55-65,1,0,Audet,Estrie,,G0Y,112,8352
527,2115,55-65,0,10001-20000,Lac-Mégantic,Estrie,,G6B,112,8353
528,2123,55-65,0,20001-30000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8340
529,2124,55-65,1,0,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8341
530,2130,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,8330
531,2135,55-65,0,20001-30000,Varennes,Montérégie,,J3X,115,8336
532,2149,55-65,0,30001-50000,Québec,Capitale-Nationale,Beauport,G1E,2,8320
533,2167,55-65,0,20001-30000,Québec,Capitale-Nationale,Ste-Foy-Sillery-Cap-Rouge,G1W,2,8298
534,2169,55-65,1,0-10000,Lambton,Estrie,,G0M,112,8300
535,2176,55-65,0,20001-30000,Pont-Rouge,Capitale-Nationale,,G3H,111,8314
536,2177,55-65,1,50001-,Montréal,Montréal,Anjou,H1M,114,8284
537,2178,18-30,0,0-10000,Montréal,Montréal,Le Plateau-Mont-Royal,H2T,2,8283
538,2181,55-65,1,10001-20000,Québec,Capitale-Nationale,Beauport,G1E,2,8280
539,2182,55-65,1,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,8281
540,2200,55-65,0,10001-20000,Rimouski,Bas-Saint-Laurent,,G5L,108,8264
541,2208,55-65,0,50001-,Québec,Capitale-Nationale,La Cité-Limoilou,G1S,2,8262
542,2209,55-65,0,10001-20000,Shawinigan,Mauricie,,G9R,92,8248
543,2215,55-65,1,0,Shawinigan,Mauricie,,G9P,92,8254
544,2216,18-30,0,20001-30000,Louiseville,Mauricie,,J5V,92,8255
545,2218,55-65,0,0-10000,Saint-Raymond,Capitale-Nationale,,G3L,111,8263
546,2222,55-65,0,0-10000,Shawinigan,Mauricie,,G9N,92,8244
547,2226,55-65,1,20001-30000,Marieville,Montérégie,,J3M,115,8240
548,2229,55-65,1,30001-50000,Québec,Capitale-Nationale,Les Rivières,G2B,2,8238
549,2230,55-65,0,10001-20000,Matane,Bas-Saint-Laurent,,G4W,110,8239
550,2234,55-65,1,30001-50000,Longueuil,Montérégie,Saint-Hubert,J4T,115,8229
551,2236,55-65,0,0,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,8234
552,2238,55-65,0,30001-50000,Château-Richer,Capitale-Nationale,,G0A,2,8227
553,2240,55-65,1,10001-20000,Trois-Rives,Mauricie,,G9N,92,8225
554,2245,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1R,2,8221
555,2246,18-30,0,20001-30000,Donnacona,Capitale-Nationale,,G3M,111,8230
556,2259,55-65,0,50001-,Québec,Capitale-Nationale,Les Rivières,G1P,2,8219
557,2262,18-30,0,0-10000,Québec,Capitale-Nationale,Les Rivières,G1M,2,8204
558,2263,55-65,0,0-10000,Shawinigan,Mauricie,,G9N,92,8205
559,2264,18-30,1,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,2440
560,2272,18-30,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,8195
561,2278,55-65,0,10001-20000,Trois-Rivières,Mauricie,Trois-Rivières Ouest,G9B,86,8191
562,2284,55-65,0,0-10000,Matane,Bas-Saint-Laurent,,G4W,110,8182
563,2286,55-65,1,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,8175
564,2287,55-65,0,50001-,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2A,114,8176
565,2288,55-65,0,30001-50000,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H2A,114,8177
566,2289,55-65,0,10001-20000,Montréal,Montréal,Le Plateau-Mont-Royal,H2J,114,8178
567,2293,18-30,0,50001-,Donnacona,Capitale-Nationale,,G3M,111,8171
568,2301,55-65,0,0-10000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,8165
569,2302,55-65,0,0,Trois-Rivières,Mauricie,Trois-Rivières Centre,G8Z,86,8158
570,2304,55-65,0,0-10000,Trois-Rivières,Mauricie,Cap-de-la-Madeleine,G8X,86,8160
571,2307,55-65,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1W,88,8162
572,2312,55-65,0,10001-20000,Sherbrooke,Estrie,Brompton,J1G,109,8153
573,2317,55-65,0,0,Longueuil,Montérégie,Le Vieux-Longueuil,J4G,115,8150
574,2318,55-65,1,30001-50000,Sainte-Catherine,Montérégie,,J5C,115,8151
575,2324,55-65,0,0-10000,Montréal,Montréal,Ahuntsic-Cartierville,H1H,104,8141
576,2329,55-65,0,50001-,Québec,Capitale-Nationale,La Cité-Limoilou,G1L,2,8132
577,2333,18-30,0,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1K,2,8136
578,2338,55-65,0,0-10000,Montréal,Montréal,Ahuntsic-Cartierville,H1H,104,8126
579,2339,18-30,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8127
580,2342,55-65,0,10001-20000,Montréal,Montréal,Mercier--Hochelaga-Maisonneuve,H1V,88,8122
581,2343,55-65,1,50001-,Québec,Capitale-Nationale,Beauport,G1L,2,8120
582,2345,18-30,1,10001-20000,Québec,Capitale-Nationale,La Cité-Limoilou,G1N,2,8124
583,2347,55-65,0,10001-20000,Trois-Rivières,Mauricie,Trois-Rivières Centre,G9A,86,8112
584,2349,55-65,0,10001-20000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1X,114,8115
585,2350,55-65,0,0,Shawinigan,Mauricie,,G0X,92,8119
586,2358,55-65,0,10001-20000,Montréal,Montréal,Le Plateau-Mont-Royal,H2L,114,8090
587,2360,55-65,0,50001-,Montréal,Montréal,Anjou,H1M,114,8092
588,2361,18-30,0,0,Montréal,Montréal,Villeray--Saint-Michel--Parc-Extension,H3N,114,8093
589,2365,55-65,1,10001-20000,Montréal,Montréal,Le Plateau-Mont-Royal,H2T,114,8097
590,2371,55-65,0,20001-30000,Montréal,Montréal,Rosemont--La Petite-Patrie,H1Y,114,8103
591,2385,55-65,0,0-10000,Longueuil,Montérégie,Le Vieux-Longueuil,J4H,115,8084
