id,age,genre,revenu,region,ville,arrondissement,accorderie,mapid,address,longitude,latitude
314,66-80,1,0,Fleurimont,,,,,1F8,-71.85382098952455,45.40154164274794
315,31-54,0,,Lennoxville,,,,,1O1,-71.83138931479448,45.358661399881925
316,66-80,1,20001-30000,Saint-Élie,,,,,6K8,-72.03420275651492,45.39720345692758
317,55-65,0,20001-30000,des Nations,,,,,6R6,-71.91398682123956,45.41248196097447
318,55-65,1,0-10000,Mont-Bellevue,,,,,4R6,-71.92026113099692,45.373830286571064
319,55-65,0,,Lennoxville,,,,,2M1,-71.8359075317944,45.35433697818498
320,31-54,1,10001-20000,Lennoxville,,,,,7T4,-71.82692001627846,45.37968676985085
321,31-54,1,50001-,Fleurimont,,,,,9I3,-71.86106165248744,45.40206303354486
322,66-80,1,30001-50000,Brompton,,,,,7R5,-71.97896012739919,45.471056712160234
323,55-65,0,0-10000,Mont-Bellevue,,,,,2D9,-71.9014518724248,45.36730503383454
324,31-54,0,0-10000,Saint-Élie,,,,,8H6,-72.00784520865754,45.422823916544296
325,31-54,1,30001-50000,Lennoxville,,,,,1B6,-71.8230654499816,45.37182076524757
326,66-80,1,,des Nations,,,,,1G4,-71.94296587877541,45.40016048601205
327,66-80,0,10001-20000,Lennoxville,,,,,5V6,-71.86198042780751,45.3553062339689
328,31-54,0,20001-30000,Fleurimont,,,,,4Q3,-71.83973176329599,45.40128040329368
329,31-54,0,30001-50000,des Nations,,,,,6S2,-71.94866030537936,45.405012233348316
330,55-65,0,10001-20000,Lennoxville,,,,,7U9,-71.86237982384678,45.36290834609632
331,66-80,1,,Fleurimont,,,,,8Y3,-71.87690290321089,45.40306774917916
332,31-54,0,,des Nations,,,,,9O4,-71.90955723189569,45.41287054630043
333,31-54,1,0-10000,Fleurimont,,,,,5N5,-71.87588121396522,45.43876982117716
334,55-65,0,50001-,des Nations,,,,,2S6,-71.92659178108455,45.41960057635569
335,66-80,1,0,des Nations,,,,,1D9,-71.92067021572792,45.40761425793228
336,55-65,0,10001-20000,Saint-Élie,,,,,7K2,-71.98947837856282,45.39763692381823
337,31-54,0,10001-20000,Brompton,,,,,4X5,-71.97066446594297,45.48029891799558
338,66-80,1,,Brompton,,,,,2Y2,-71.99863155165214,45.49849168558404
339,66-80,0,10001-20000,des Nations,,,,,4B1,-71.91894674827134,45.40838018540319
340,66-80,0,20001-30000,Fleurimont,,,,,4E2,-71.86063431463182,45.40494346873689
341,66-80,0,,Mont-Bellevue,,,,,8N2,-71.93419008580521,45.36975278715121
342,31-54,0,,Mont-Bellevue,,,,,3P4,-71.93407412504622,45.38625379624124
343,66-80,0,,Lennoxville,,,,,9L7,-71.82836007768061,45.361991397301686
344,66-80,0,20001-30000,Brompton,,,,,3P3,-71.9301090274188,45.48063039470127
345,31-54,0,0-10000,Mont-Bellevue,,,,,2X6,-71.91971048699078,45.368524365010146
346,55-65,1,,des Nations,,,,,7T3,-71.91651957269987,45.43082340992165
347,66-80,0,10001-20000,Lennoxville,,,,,7V2,-71.83566907139698,45.3613161965639
348,31-54,0,10001-20000,Lennoxville,,,,,3A7,-71.83962737583562,45.36800739140222
349,66-80,0,0-10000,Mont-Bellevue,,,,,6K8,-71.90804422734207,45.380945760152755
350,31-54,0,30001-50000,des Nations,,,,,7T1,-71.95714834354759,45.40789126902609
351,66-80,0,,des Nations,,,,,8U5,-71.93516160757402,45.43023913811767
352,66-80,1,,Mont-Bellevue,,,,,9M2,-71.94163843067118,45.37323463809942
353,81-95,1,,des Nations,,,,,2O1,-71.9416066180058,45.41435366842459
354,55-65,0,20001-30000,Saint-Élie,,,,,8Q8,-72.04266874462616,45.38097835259059
355,31-54,0,20001-30000,Brompton,,,,,2U1,-71.90758940352883,45.49034426212782
356,55-65,0,10001-20000,Mont-Bellevue,,,,,5R6,-71.90481392810771,45.37432217444864
357,31-54,1,10001-20000,Lennoxville,,,,,7V6,-71.82279720843624,45.35611522798649
358,55-65,1,0-10000,des Nations,,,,,1I9,-71.96520211878536,45.39930520590201
359,66-80,0,0,Brompton,,,,,7P4,-71.9980146426323,45.49787770078105
360,55-65,0,0-10000,Brompton,,,,,2Y3,-71.96663037298312,45.476358850987225
361,66-80,1,0-10000,Fleurimont,,,,,1P9,-71.88040864826289,45.410509048548555
362,55-65,1,0,Lennoxville,,,,,7C5,-71.82124721520938,45.37364451009098
363,55-65,1,0,Mont-Bellevue,,,,,2L5,-71.90419193283665,45.36597035190793
364,31-54,0,10001-20000,Mont-Bellevue,,,,,3H9,-71.92885253016588,45.38915203306587
365,66-80,0,50001-,Lennoxville,,,,,7B9,-71.8581264556221,45.37452934495212
366,31-54,0,0-10000,Mont-Bellevue,,,,,6X8,-71.91932786254247,45.39208340394965
367,55-65,1,10001-20000,Saint-Élie,,,,,7L9,-72.03255903712702,45.39650591185712
368,66-80,1,0-10000,des Nations,,,,,4I1,-71.95026542027792,45.43229173099777
369,66-80,0,0,des Nations,,,,,4A9,-71.96533734422582,45.413363078147135
370,66-80,1,50001-,Brompton,,,,,4X7,-71.92560450414949,45.47285841519024
371,66-80,0,,Fleurimont,,,,,4G7,-71.83840659180471,45.42570178246685
372,31-54,0,30001-50000,Brompton,,,,,4P1,-71.93788172889201,45.47350062539695
373,66-80,0,50001-,des Nations,,,,,8P6,-71.92447705424945,45.41981183524119
374,31-54,0,10001-20000,Brompton,,,,,1P4,-71.96921042389047,45.48162418244091
375,31-54,0,10001-20000,des Nations,,,,,6A7,-71.96572636999086,45.40099725013919
376,66-80,0,50001-,Lennoxville,,,,,3B4,-71.83571488849094,45.3625115452217
377,55-65,0,30001-50000,Brompton,,,,,6D7,-71.92489386095984,45.472876792457136
378,66-80,0,,des Nations,,,,,4N8,-71.95703031409703,45.40067687833526
379,66-80,1,,Fleurimont,,,,,3Q5,-71.86611125678237,45.41556367026491
380,55-65,0,,Lennoxville,,,,,5L2,-71.82162676996892,45.367875044992026
381,31-54,0,50001-,Fleurimont,,,,,7K9,-71.84435128939269,45.425424033217666
382,31-54,0,0-10000,Fleurimont,,,,,2Y2,-71.868418834368,45.434480743472236
383,66-80,0,,des Nations,,,,,7I6,-71.9531468361368,45.42853166836867
384,66-80,1,30001-50000,Saint-Élie,,,,,3B4,-72.03897093383814,45.41336457227928
385,66-80,0,0-10000,Mont-Bellevue,,,,,7F1,-71.90054606073386,45.38944025080882
386,66-80,1,0-10000,des Nations,,,,,1R2,-71.92190101272597,45.43296129387605
387,66-80,1,30001-50000,Brompton,,,,,9O1,-71.95898384207355,45.48930238484775
388,66-80,1,0-10000,Saint-Élie,,,,,1L1,-72.03856106311305,45.431070732155504
389,55-65,0,30001-50000,Lennoxville,,,,,5B3,-71.85602916786168,45.38124183003392
390,55-65,1,50001-,des Nations,,,,,1O1,-71.93709550693728,45.40324738136153
391,55-65,1,10001-20000,Fleurimont,,,,,2O7,-71.85557468209463,45.431881901329035
392,31-54,0,0-10000,Lennoxville,,,,,4O3,-71.81349553378642,45.35967225196084
393,55-65,1,0,Saint-Élie,,,,,1E9,-72.04592565576952,45.41913952472581
394,31-54,1,10001-20000,des Nations,,,,,9S4,-71.94586008324339,45.42842891621469
395,31-54,0,20001-30000,Saint-Élie,,,,,1P4,-72.05685130949753,45.37524170638781
396,66-80,1,10001-20000,Brompton,,,,,3V2,-71.9346976118564,45.48122247912713
397,31-54,1,30001-50000,Lennoxville,,,,,1O2,-71.8568089326524,45.35928291853371
398,66-80,0,0,Lennoxville,,,,,8B4,-71.86176671853192,45.36210723853374
399,66-80,1,20001-30000,Lennoxville,,,,,8U1,-71.85773056462027,45.359666306326005
400,66-80,0,30001-50000,des Nations,,,,,2K5,-71.94445459197017,45.40161180155502
401,55-65,1,,Lennoxville,,,,,5U9,-71.86193766337912,45.37192321730798
402,31-54,0,,des Nations,,,,,4B7,-71.92632196219873,45.405297679479936
403,66-80,1,50001-,Fleurimont,,,,,6V3,-71.84339015387648,45.40626429990197
404,31-54,0,,Saint-Élie,,,,,8V8,-72.03761326335544,45.38551891856081
405,31-54,0,0,Saint-Élie,,,,,7V7,-72.04216042623612,45.42424037909656
406,31-54,1,30001-50000,Mont-Bellevue,,,,,5W4,-71.94636102255006,45.390876451195396
407,66-80,1,,des Nations,,,,,5O1,-71.9687296497112,45.39873484818007
408,66-80,1,10001-20000,Saint-Élie,,,,,6K3,-71.99351790067257,45.37009065102592
409,66-80,1,20001-30000,Mont-Bellevue,,,,,5F8,-71.9287839443995,45.37088546950783
410,55-65,0,0-10000,des Nations,,,,,2F4,-71.92918591304144,45.404432544622004
411,31-54,1,20001-30000,des Nations,,,,,2P6,-71.93006062623685,45.39880759152161
412,55-65,1,20001-30000,Saint-Élie,,,,,9G7,-72.00736115522255,45.37187109943422
413,31-54,1,50001-,Brompton,,,,,2I3,-71.98754063171197,45.49809412730118
414,31-54,1,0,Brompton,,,,,1O8,-71.96999573670148,45.463526220435476
415,55-65,1,0-10000,Lennoxville,,,,,7W3,-71.83953075635222,45.376802979112405
416,31-54,0,50001-,des Nations,,,,,4L6,-71.96279586153966,45.40009258698772
417,66-80,1,,Saint-Élie,,,,,9I5,-71.99231070272641,45.4238361003058
418,55-65,0,50001-,Fleurimont,,,,,4W2,-71.86903249885577,45.4172106917051
419,31-54,0,20001-30000,Lennoxville,,,,,5B1,-71.85114879049962,45.36405217690422
420,31-54,1,20001-30000,Brompton,,,,,4P5,-71.9836607027994,45.49520254378785
421,55-65,1,30001-50000,Lennoxville,,,,,2W7,-71.85539062634489,45.3759113465074
422,81-95,0,0,Lennoxville,,,,,6W1,-71.85721173103035,45.369521376962794
423,81-95,1,10001-20000,Lennoxville,,,,,3V6,-71.81694200954256,45.3719911031544
424,31-54,0,0,Lennoxville,,,,,4P4,-71.8606719944113,45.370218137380014
425,31-54,1,30001-50000,des Nations,,,,,4K8,-71.94356126733592,45.43113445044693
426,66-80,1,0,Brompton,,,,,5E5,-71.98542898944284,45.46397272405319
427,31-54,1,0-10000,Saint-Élie,,,,,2A1,-72.00150258589909,45.41119480608832
428,66-80,1,30001-50000,Mont-Bellevue,,,,,3C4,-71.91557366961416,45.37840545174304
429,55-65,1,30001-50000,Fleurimont,,,,,1A5,-71.85616533495434,45.43939861547487
430,31-54,1,50001-,des Nations,,,,,8Q7,-71.95999128820192,45.41314310305237
431,66-80,0,50001-,Lennoxville,,,,,2P7,-71.86197689291745,45.36142774950651
432,31-54,1,0,Lennoxville,,,,,6P9,-71.84017645382352,45.37760498478226
433,31-54,1,0-10000,Saint-Élie,,,,,9D6,-72.0197832534467,45.39891797102675
434,55-65,0,10001-20000,Saint-Élie,,,,,6C4,-72.00897326734226,45.37369097253555
435,31-54,0,0,Saint-Élie,,,,,2M1,-72.04936342056537,45.37824808278428
436,31-54,0,10001-20000,Brompton,,,,,2V9,-71.95372871923743,45.50295510893833
437,31-54,1,10001-20000,Fleurimont,,,,,2G7,-71.84444012789909,45.40926479295347
438,31-54,1,10001-20000,des Nations,,,,,3X2,-71.9407271485468,45.41221731289186
439,31-54,1,20001-30000,Saint-Élie,,,,,9R1,-72.02725594454202,45.39169113022332
440,66-80,0,20001-30000,des Nations,,,,,1D2,-71.9494643217939,45.42639189287561
441,31-54,0,50001-,Fleurimont,,,,,4N9,-71.83744308405691,45.40290847263713
442,66-80,1,0-10000,Lennoxville,,,,,9A7,-71.845449632681,45.368905244309516
443,55-65,0,50001-,Fleurimont,,,,,1D8,-71.88023556617466,45.43738915843795
444,31-54,0,30001-50000,Lennoxville,,,,,6I8,-71.83914067406778,45.3724684770135
445,66-80,0,0-10000,Mont-Bellevue,,,,,9T1,-71.94328770611274,45.37558351238205
446,31-54,0,20001-30000,Fleurimont,,,,,7G4,-71.88103107010575,45.42597370148296
447,81-95,1,10001-20000,Brompton,,,,,1Y3,-71.99269748765063,45.47257022765425
448,31-54,0,50001-,Brompton,,,,,5F5,-71.96735497041324,45.476260393726356
449,55-65,1,0-10000,Saint-Élie,,,,,4X2,-72.02141317352553,45.38682907720916
450,31-54,1,0,Lennoxville,,,,,6E3,-71.83199474078751,45.35406923600277
451,66-80,0,,Lennoxville,,,,,3R1,-71.85614297913338,45.37481214186809
452,55-65,0,0,Lennoxville,,,,,2N1,-71.82750501353216,45.36882863127075
453,31-54,1,10001-20000,Lennoxville,,,,,5H9,-71.82589738625262,45.35946856116228
454,31-54,1,0-10000,des Nations,,,,,9A6,-71.93040378528832,45.402639678883
455,66-80,0,30001-50000,Brompton,,,,,5E1,-71.94416331994205,45.46454181802914
456,66-80,1,30001-50000,Saint-Élie,,,,,2T6,-72.04977528913193,45.384983325984564
457,31-54,0,0-10000,des Nations,,,,,7N2,-71.95463390874545,45.41655586144202
458,66-80,1,10001-20000,Saint-Élie,,,,,4G5,-72.02371119023134,45.42681131342112
459,31-54,0,20001-30000,Lennoxville,,,,,6R3,-71.84222988196407,45.35708903192619
460,31-54,0,20001-30000,Mont-Bellevue,,,,,9O4,-71.90320745578758,45.38551019327579
461,31-54,0,50001-,Saint-Élie,,,,,9A9,-72.03898217413634,45.37801118631125
462,55-65,0,30001-50000,Brompton,,,,,3K6,-71.96256092808049,45.46385857079947
463,66-80,0,,Saint-Élie,,,,,7T6,-71.98962192341631,45.39131842398388
464,55-65,0,0,Mont-Bellevue,,,,,2V1,-71.91446260594935,45.376465635707326
465,66-80,1,50001-,Brompton,,,,,9G5,-71.91142318711671,45.502822698035125
466,55-65,0,10001-20000,Saint-Élie,,,,,9A5,-71.99940082723914,45.391111275494715
467,31-54,1,50001-,Lennoxville,,,,,6H8,-71.85120956486924,45.37034163929288
468,55-65,0,20001-30000,Saint-Élie,,,,,9R3,-72.00270434316188,45.41314500114936
469,55-65,0,0-10000,Brompton,,,,,6H9,-71.91929471906253,45.47990513864855
470,31-54,1,0-10000,Fleurimont,,,,,3I2,-71.84530084333451,45.43696615074814
471,31-54,1,50001-,Brompton,,,,,6A8,-71.97804679638693,45.466561850232424
472,31-54,1,0,Fleurimont,,,,,9X7,-71.88218957954335,45.409224439655176
473,31-54,1,50001-,Lennoxville,,,,,7Y1,-71.85907459252795,45.36179864093199
474,66-80,0,0,Lennoxville,,,,,5K7,-71.85076669245468,45.362392776506425
475,31-54,1,0-10000,des Nations,,,,,9F1,-71.94480432613292,45.415156224843265
476,66-80,1,0,Brompton,,,,,7N7,-71.93106023329645,45.48527504838094
477,55-65,0,20001-30000,Mont-Bellevue,,,,,3M1,-71.90739927504875,45.366794998913186
478,66-80,0,10001-20000,Saint-Élie,,,,,3I5,-71.98826140608666,45.418802648416374
479,31-54,0,10001-20000,Fleurimont,,,,,7D1,-71.86242449585066,45.41523283767115
480,31-54,0,30001-50000,Brompton,,,,,3O5,-71.98946808319876,45.48367986250713
481,31-54,1,0-10000,Fleurimont,,,,,4V4,-71.86129377886711,45.405479189752214
482,66-80,1,,Lennoxville,,,,,9R6,-71.86570476848776,45.37716350922658
483,55-65,1,0,Lennoxville,,,,,9K7,-71.84663444282012,45.356844733437526
484,31-54,0,,Mont-Bellevue,,,,,7D3,-71.90035062205021,45.37751079846433
485,31-54,1,30001-50000,Brompton,,,,,2I6,-71.98897117861124,45.50130439934683
486,55-65,1,,Saint-Élie,,,,,3R9,-71.99483511999465,45.439388367408185
487,31-54,0,50001-,Mont-Bellevue,,,,,2G2,-71.93870595557736,45.38710209615559
488,31-54,1,0,des Nations,,,,,6V5,-71.95519574854691,45.424497539693384
489,66-80,0,10001-20000,Mont-Bellevue,,,,,7O3,-71.9131664567235,45.37135194957465
490,55-65,0,0-10000,Saint-Élie,,,,,6L6,-72.03567324296979,45.416899366596915
491,31-54,0,0-10000,Mont-Bellevue,,,,,4W3,-71.91299505985126,45.36901894604706
492,55-65,0,20001-30000,des Nations,,,,,7S6,-71.96395568148998,45.40022769273944
493,81-95,0,0-10000,des Nations,,,,,9M3,-71.94145505139069,45.421101253939774
494,31-54,1,30001-50000,Mont-Bellevue,,,,,9X1,-71.92155091351177,45.37765500587402
495,55-65,0,50001-,Lennoxville,,,,,9E9,-71.84411128008182,45.369687802463005
496,31-54,0,50001-,Fleurimont,,,,,4E7,-71.85529295799829,45.41216194705852
497,55-65,0,,Mont-Bellevue,,,,,8U1,-71.92686110898245,45.370588416446935
498,31-54,1,50001-,Saint-Élie,,,,,9R3,-71.98854538741685,45.40690946981611
499,31-54,1,0,Saint-Élie,,,,,8W5,-72.03919135360272,45.43374747042016
500,31-54,0,10001-20000,Lennoxville,,,,,2I9,-71.85134933074494,45.35800766046289
501,31-54,0,0,Lennoxville,,,,,4G2,-71.87204446423614,45.38190621592453
502,55-65,1,0,Brompton,,,,,4L2,-71.95836646485736,45.492832405377584
503,31-54,0,10001-20000,des Nations,,,,,9Y2,-71.930131733314,45.406449701770384
504,66-80,0,30001-50000,Lennoxville,,,,,3L9,-71.86315713585722,45.36293952807041
505,31-54,1,20001-30000,Brompton,,,,,1R4,-71.98288313942501,45.50247550677384
506,55-65,0,10001-20000,Brompton,,,,,9R5,-71.93160288499497,45.46948150743905
507,81-95,0,10001-20000,Saint-Élie,,,,,5N1,-72.00078271384741,45.418687928647024
508,55-65,0,,Fleurimont,,,,,2B5,-71.85831817574294,45.43658568156334
509,66-80,0,20001-30000,des Nations,,,,,4M3,-71.95974214687354,45.40778997125607
510,66-80,0,10001-20000,Mont-Bellevue,,,,,9Y4,-71.94452678583733,45.38985760856516
511,81-95,0,30001-50000,Mont-Bellevue,,,,,2T5,-71.92598703729578,45.374160052853824
512,55-65,0,0-10000,Saint-Élie,,,,,3U5,-72.02697128350113,45.41881732626744
513,31-54,1,20001-30000,Lennoxville,,,,,2O6,-71.86185355334945,45.36700814907062
514,31-54,1,10001-20000,Fleurimont,,,,,8H2,-71.86420898541029,45.424676670846615
515,55-65,1,50001-,des Nations,,,,,2I5,-71.93512441393644,45.41244436154883
516,66-80,0,30001-50000,Lennoxville,,,,,8F3,-71.85050425455982,45.37266691104977
517,66-80,1,10001-20000,Fleurimont,,,,,6M1,-71.87549620371908,45.42335902075669
518,55-65,1,,Brompton,,,,,5Q1,-71.98045179290274,45.477400140951175
519,31-54,0,,Lennoxville,,,,,4W5,-71.83798049749147,45.38351444531885
520,55-65,1,0,Brompton,,,,,8U4,-71.91418046049034,45.46714391875498
521,31-54,1,50001-,Lennoxville,,,,,7C6,-71.85482088756247,45.3764136349117
522,55-65,1,0,Saint-Élie,,,,,9C7,-71.99845703819533,45.41998744052918
523,66-80,0,20001-30000,Fleurimont,,,,,6Y8,-71.86118216640973,45.43560706199292
524,55-65,0,10001-20000,Lennoxville,,,,,4F6,-71.82135299581957,45.36912791700011
525,31-54,0,20001-30000,Saint-Élie,,,,,2V8,-72.0416051136547,45.42931319278166
526,31-54,1,20001-30000,des Nations,,,,,8B3,-71.9131107470521,45.40238953669801
527,55-65,1,50001-,Lennoxville,,,,,6Q3,-71.86554156282646,45.376411232652224
528,55-65,0,10001-20000,Saint-Élie,,,,,3W1,-72.0103065372871,45.41458450447506
529,31-54,0,30001-50000,Mont-Bellevue,,,,,3L7,-71.92476135697368,45.39260668554209
530,66-80,1,0,Brompton,,,,,1C7,-71.95178630684909,45.464345059643136
531,31-54,1,10001-20000,Lennoxville,,,,,9L6,-71.83689657420764,45.36630943523544
532,31-54,1,,Brompton,,,,,5B4,-71.97001291315082,45.498713666371145
533,31-54,1,,des Nations,,,,,8X1,-71.91900702566227,45.398397998310834
534,81-95,0,50001-,Fleurimont,,,,,2N9,-71.88011305399701,45.41970412045378
535,81-95,0,,Fleurimont,,,,,3T1,-71.85540967835276,45.4215645576907
536,66-80,1,0,Lennoxville,,,,,9F1,-71.81329207332273,45.373813800688225
537,55-65,1,,Saint-Élie,,,,,9E3,-71.99278252106889,45.41008327534138
538,31-54,1,20001-30000,Lennoxville,,,,,3B9,-71.87045436094208,45.36290391165435
539,31-54,0,0,Fleurimont,,,,,3W3,-71.85499700517465,45.436129371947786
540,66-80,1,20001-30000,Lennoxville,,,,,2V7,-71.85231226338806,45.368055945697286
541,55-65,0,0,Fleurimont,,,,,6X7,-71.84001647236015,45.413470844178626
542,31-54,0,10001-20000,Lennoxville,,,,,8M2,-71.85695930040258,45.35584396556345
543,66-80,1,0-10000,Fleurimont,,,,,5L6,-71.84585918318015,45.43628802439869
544,66-80,0,10001-20000,des Nations,,,,,5F7,-71.9674073031519,45.42707823674526
545,66-80,1,0-10000,Brompton,,,,,4E2,-71.92944544696242,45.50221165611633
546,66-80,1,0-10000,Brompton,,,,,8P2,-71.93494300908863,45.482743041296196
547,31-54,0,20001-30000,Brompton,,,,,2U3,-71.97112745424802,45.500215116911484
548,31-54,0,0,Brompton,,,,,6O7,-71.9009169021306,45.49610018142622
549,31-54,1,50001-,Lennoxville,,,,,2G1,-71.83563334907126,45.37630846635356
550,66-80,1,20001-30000,Fleurimont,,,,,4Y8,-71.84527203150192,45.41198611693237
551,66-80,0,30001-50000,Mont-Bellevue,,,,,2U8,-71.93468745056839,45.393241450628196
552,31-54,0,50001-,Mont-Bellevue,,,,,3L6,-71.90994100621266,45.38932038818311
553,66-80,1,,des Nations,,,,,4E4,-71.94084275166068,45.422301423823605
554,31-54,0,20001-30000,Mont-Bellevue,,,,,6S5,-71.93349261140655,45.3805745506434
555,55-65,1,50001-,Mont-Bellevue,,,,,1K5,-71.90131193575174,45.381675231524845
556,55-65,1,10001-20000,Fleurimont,,,,,3Q5,-71.85436414580879,45.421467135081066
557,66-80,0,0,Brompton,,,,,1Y3,-71.99441697887725,45.467896193110626
558,66-80,1,,Brompton,,,,,3X4,-71.91210614320079,45.47191884767329
559,31-54,1,20001-30000,Saint-Élie,,,,,8M3,-72.0545301982116,45.38286100609494
560,55-65,0,0-10000,Saint-Élie,,,,,8O3,-72.01124287637268,45.37867681837299
561,81-95,0,0-10000,Fleurimont,,,,,7T2,-71.87389346163722,45.43990600647266
562,31-54,1,10001-20000,Saint-Élie,,,,,7V6,-72.03945130548226,45.37469459158909
563,31-54,1,30001-50000,Brompton,,,,,4Y2,-71.98327754650632,45.47555192990711
564,55-65,1,30001-50000,Brompton,,,,,1R8,-71.97843824510407,45.47601734160772
565,55-65,0,0,des Nations,,,,,2A1,-71.95408417910386,45.40815970397071
566,66-80,0,0,Saint-Élie,,,,,1F3,-71.98774135803858,45.39465295425784
567,55-65,0,0-10000,Lennoxville,,,,,4W9,-71.86111448060734,45.37773887839981
568,31-54,0,0,des Nations,,,,,3F5,-71.95130891747357,45.408413060775445
569,31-54,1,10001-20000,Mont-Bellevue,,,,,9W1,-71.92896397735075,45.378596612242816
570,31-54,1,20001-30000,Saint-Élie,,,,,4K3,-72.0624399920104,45.431931026530926
571,55-65,0,20001-30000,Mont-Bellevue,,,,,8H2,-71.93853668340893,45.38651089831583
572,81-95,0,0,Lennoxville,,,,,3I1,-71.81958890309318,45.38107553858461
573,31-54,0,,Mont-Bellevue,,,,,9E9,-71.94768670565581,45.385898531600475
574,66-80,0,50001-,des Nations,,,,,2Y8,-71.91239361657642,45.41839179955552
575,66-80,1,,Fleurimont,,,,,6L6,-71.87122370084472,45.432226414135464
576,31-54,0,0,Lennoxville,,,,,1A8,-71.85038190261473,45.36414874330525
577,31-54,0,0-10000,Saint-Élie,,,,,4D6,-72.06593104041112,45.4030767152238
578,31-54,1,20001-30000,Brompton,,,,,9O9,-71.92985218937483,45.4684128339161
579,31-54,1,0,Fleurimont,,,,,6M9,-71.85725427192274,45.40195759740401
580,55-65,1,20001-30000,Lennoxville,,,,,3C8,-71.83277730973026,45.367127063291264
581,66-80,0,10001-20000,Fleurimont,,,,,6Q5,-71.85885906433765,45.417447686337546
582,55-65,0,10001-20000,des Nations,,,,,6V7,-71.96647342873399,45.43071404988719
583,31-54,0,10001-20000,Mont-Bellevue,,,,,7O9,-71.94036075677005,45.37233538925064
584,31-54,0,0,Saint-Élie,,,,,1M5,-72.03995023248058,45.37885511587474
585,31-54,1,0-10000,Fleurimont,,,,,6O3,-71.8484493126432,45.41150949354105
586,66-80,0,20001-30000,Lennoxville,,,,,2I3,-71.85093711375319,45.36715141896683
587,55-65,1,,Saint-Élie,,,,,5W5,-72.0258335554459,45.382653714324235
588,66-80,0,0,Lennoxville,,,,,6B9,-71.8446375558099,45.37538990392353
589,31-54,1,,Lennoxville,,,,,2K6,-71.85412413736249,45.372648514505165
590,66-80,1,30001-50000,Fleurimont,,,,,7E2,-71.84261558935022,45.41020636109527
591,66-80,0,10001-20000,Brompton,,,,,4O1,-71.99422006400819,45.477970757685135
592,66-80,0,20001-30000,Fleurimont,,,,,9L3,-71.83591715076089,45.429566551437915
593,66-80,1,20001-30000,Lennoxville,,,,,3S6,-71.86903853190208,45.37763451250754
594,66-80,0,0,Fleurimont,,,,,6S4,-71.84743377075769,45.438014947009975
595,55-65,1,10001-20000,des Nations,,,,,4G5,-71.95342257223783,45.415835318023575
596,55-65,1,,Lennoxville,,,,,6S9,-71.84406235950854,45.36278993635572
597,31-54,1,20001-30000,Mont-Bellevue,,,,,8W8,-71.93803589338593,45.39309208416222
598,55-65,1,10001-20000,Mont-Bellevue,,,,,9C3,-71.91734067852165,45.38587436482162
599,31-54,1,50001-,Fleurimont,,,,,8X6,-71.86347905021105,45.43979470736143
